volume,plate,figure,printed_name,printed_latin,scientific,common,ebird_code,taxonomy,wikidata,gbif,avibase,birdnet_label,form,confidence,caption_checked,reason,sources
IV,14,,Crescent-marked Oriole,Oriolus flavo-cinctus,Oriolus flavocinctus,Green Oriole,greori1,eBird/Clements 2025,Q603910,2488973,37DF1792702A4B8F,Oriolus flavocinctus_Green Oriole,,high,yes,Green Oriole,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,15,,Australian Sphecotheres,Sphecotheres Australis,Sphecotheres vieilloti,Australasian Figbird,ausfig1,eBird/Clements 2025,Q1588820,7340924,,Sphecotheres vieilloti_Australasian Figbird,,high,yes,australis = Australasian Figbird,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,16,,White-winged Chough,Corcorax leucopterus,Corcorax melanorhamphos,White-winged Chough,whwcho1,eBird/Clements 2025,Q971196,2494856,D7FD304672C53542,Corcorax melanorhamphos_White-winged Chough,,high,yes,leucopterus = White-winged Chough,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,17,,Grey Struthidea,Struthidea cinerea,Struthidea cinerea,Apostlebird,apostl1,eBird/Clements 2025,Q1049598,2494854,5811EC08B69173C1,Struthidea cinerea_Apostlebird,,high,yes,Apostlebird,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,18,,White-eyed Crow,Corvus Coronoides,Corvus coronoides,Australian Raven,ausrav1,eBird/Clements 2025,Q1584072,2482524,1D45897E674A6EAE,Corvus coronoides_Australian Raven,,medium,yes,Gould's coronoides spanned all Australian corvids; the name and likely figure are the Australian Raven,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk
IV,19,,Gould’s Neomorpha,Neomorpha Gouldii,Heteralocha acutirostris,Huia,huia1,eBird/Clements 2025,Q285008,2484498,,,,high,yes,Neomorpha gouldii = Huia (extinct); not in BirdNET,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk
IV,20,,Temporal Pomatorhinus,Pomatorhinus temporalis,Pomatostomus temporalis,Gray-crowned Babbler,gycbab1,eBird/Clements 2025,Q903035,2492269,B783AA95BBE71F78,Pomatostomus temporalis_Gray-crowned Babbler,,high,yes,Grey-crowned Babbler,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,21,,Red-breasted Pomatorhinus,Pomatorhinus rubeculus,Pomatostomus temporalis,Gray-crowned Babbler,gycbab1,eBird/Clements 2025,Q903035,2492269,B783AA95BBE71F78,Pomatostomus temporalis_Gray-crowned Babbler,,high,yes,rubeculus = N/W race of Grey-crowned Babbler,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk
IV,22,,White-eyebrowed Pomatorhinus,Pomatorhinus superciliosus,Pomatostomus superciliosus,White-browed Babbler,whbbab3,eBird/Clements 2025,Q537408,2492266,F21DB41DB02FF15A,Pomatostomus superciliosus_White-browed Babbler,,high,yes,White-browed Babbler,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,23,,New Holland Honey-eater,Meliphaga Novae-Hollandiae,Phylidonyris novaehollandiae,New Holland Honeyeater,nehhon2,eBird/Clements 2025,Q380225,2487015,DF9A1A25DF97BDB8,Phylidonyris novaehollandiae_New Holland Honeyeater,,high,yes,New Holland Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,24,,Long-billed Honey-eater,Meliphaga longirostris,Phylidonyris novaehollandiae,New Holland Honeyeater,nehhon2,eBird/Clements 2025,Q380225,2487015,DF9A1A25DF97BDB8,Phylidonyris novaehollandiae_New Holland Honeyeater,,high,yes,longirostris = WA race of New Holland Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk
IV,25,,White-cheeked Honey-eater,Meliphaga sericea,Phylidonyris niger,White-cheeked Honeyeater,whchon2,eBird/Clements 2025,Q1310316,2487006,F7513719CE199195,Phylidonyris niger_White-cheeked Honeyeater,,high,yes,sericea = White-cheeked Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,26,,Moustached Honey-eater,Meliphaga mystacalis,Phylidonyris niger,White-cheeked Honeyeater,whchon2,eBird/Clements 2025,Q1310316,2487006,F7513719CE199195,Phylidonyris niger_White-cheeked Honeyeater,,high,yes,mystacalis Gould = WA White-cheeked Honeyeater (gouldii); Gould: 'represents M. sericea',List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk
IV,27,,Tasmanian Honey-eater,Meliphaga Australasiana,Phylidonyris pyrrhopterus,Crescent Honeyeater,crehon2,eBird/Clements 2025,Q1300521,2487011,220D80CB889163FC,Phylidonyris pyrrhopterus_Crescent Honeyeater,,high,yes,australasiana = Crescent Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,28,,Fulvous-fronted Honey-eater,Glyciphila fulvifrons,Gliciphila melanops,Tawny-crowned Honeyeater,tachon1,eBird/Clements 2025,Q775477,2487161,AD945C6ECD84F40B,Gliciphila melanops_Tawny-crowned Honeyeater,,high,yes,fulvifrons = Tawny-crowned Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,29,,White-fronted Honey-eater,Glyciphila albifrons,Purnella albifrons,White-fronted Honeyeater,whfhon1,eBird/Clements 2025,Q589593,6094315,D1C0ED04C99C2135,Purnella albifrons_White-fronted Honeyeater,,high,yes,White-fronted Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,30,,Fasciated Honey-eater,Glyciphila fasciata,Ramsayornis fasciatus,Bar-breasted Honeyeater,babhon1,eBird/Clements 2025,Q910315,2486878,0ECD9105F00D7F6B,,,high,yes,Bar-breasted Honeyeater; not in BirdNET,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk
IV,31,,Brown Honey-eater,Glyciphila ocularis,Lichmera indistincta,Brown Honeyeater,brohon1,eBird/Clements 2025,Q790624,2487341,7CF36CE07942A2F4,Lichmera indistincta_Brown Honeyeater,,high,yes,ocularis = Brown Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,32,,Yellow-eared Honey-eater,Ptilotis chrysotis,Meliphaga lewinii,Lewin's Honeyeater,lewhon1,eBird/Clements 2025,Q657063,2486847,1EDA991AEBC7D97D,Meliphaga lewinii_Lewin's Honeyeater,,high,yes,Ptilotis chrysotis = Lewin's Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,33,,Singing Honey-eater,Ptilotis sonorus,Gavicalis virescens,Singing Honeyeater,sinhon1,eBird/Clements 2025,Q27075251,7379258,ADF91F6088C8201F,Gavicalis virescens_Singing Honeyeater,,high,yes,sonorus = Singing Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,34,,Varied Honey-eater,Ptilotis versicolor,Gavicalis versicolor,Varied Honeyeater,varhon1,eBird/Clements 2025,Q27075246,8323479,3C570F2E34611F85,,,high,yes,Varied Honeyeater; not in BirdNET,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk
IV,35,,Yellow-throated Honey-eater,Ptilotis flavigula,Nesoptilotis flavicollis,Yellow-throated Honeyeater,yethon1,eBird/Clements 2025,Q1314908,4845479,CAD275574DDF9E18,Nesoptilotis flavicollis_Yellow-throated Honeyeater,,high,yes,flavigula = Yellow-throated Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,36,,White-eared Honey-eater,Ptilotis leucotis,Nesoptilotis leucotis,White-eared Honeyeater,whehon1,eBird/Clements 2025,Q27075225,7945392,6897E78D122E5D6F,Nesoptilotis leucotis_White-eared Honeyeater,,high,yes,White-eared Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,37,,Yellow-tufted Honey-eater,Ptilotis auricomis,Lichenostomus melanops,Yellow-tufted Honeyeater,yethon3,eBird/Clements 2025,Q3179459,2486903,,Lichenostomus melanops_Yellow-tufted Honeyeater,,high,yes,auricomis = Yellow-tufted Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,38,,Wattle-cheeked Honey-eater,Ptilotis cratitius,Lichenostomus cratitius,Purple-gaped Honeyeater,pughon1,eBird/Clements 2025,Q854690,2486880,,Lichenostomus cratitius_Purple-gaped Honeyeater,,high,yes,Purple-gaped Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,39,,Graceful Honey-eater,Ptilotis ornatus,Ptilotula ornata,Yellow-plumed Honeyeater,yephon1,eBird/Clements 2025,Q27075260,7823655,E03A81FFFB97A884,Ptilotula ornata_Yellow-plumed Honeyeater,,high,yes,Yellow-plumed Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,40,,Plumed Honey-eater,Ptilotis plumulus,Ptilotula plumula,Gray-fronted Honeyeater,gyfhon1,eBird/Clements 2025,Q27075257,7951024,699EC869A1BA5C85,,,high,yes,Grey-fronted Honeyeater; not in BirdNET,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk
IV,41,,Yellow-tinted Honey-eater,Ptilotis flavescens,Ptilotula flavescens,Yellow-tinted Honeyeater,yethon2,eBird/Clements 2025,Q27075252,8246128,479EEC1668C6150F,,,high,yes,Yellow-tinted Honeyeater; not in BirdNET,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk
IV,42,,Yellow Honey-eater,Ptilotis flava,Stomiopera flava,Yellow Honeyeater,yelhon1,eBird/Clements 2025,Q27075242,8141498,6482984657D53903,,,high,yes,Yellow Honeyeater; not in BirdNET,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk
IV,43,,White-plumed Honey-eater,Ptilotis penicillatus,Ptilotula penicillata,White-plumed Honeyeater,whphon1,eBird/Clements 2025,Q27075261,7878644,CE7BDFB9D061E80F,Ptilotula penicillata_White-plumed Honeyeater,,high,yes,White-plumed Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,44,,Fuscous Honey-eater,Ptilotis fusca,Ptilotula fusca,Fuscous Honeyeater,fushon1,eBird/Clements 2025,Q27075255,7868408,34CC9FA88D6BE5E0,Ptilotula fusca_Fuscous Honeyeater,,high,yes,Fuscous Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,45,,Yellow-faced Honey-eater,Ptilotis chrysops,Caligavis chrysops,Yellow-faced Honeyeater,yefhon1,eBird/Clements 2025,Q27075233,8197121,C6170551BD95ECFB,Caligavis chrysops_Yellow-faced Honeyeater,,high,yes,Yellow-faced Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,46,,Uniform Honey-eater,Ptilotis unicolor,Stomiopera unicolor,White-gaped Honeyeater,whghon1,eBird/Clements 2025,Q27075238,7465536,EC322B71D40D309E,Stomiopera unicolor_White-gaped Honeyeater,,high,yes,White-gaped Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,47,,Lanceolate Honey-eater,Plectorhyncha lanceolata,Plectorhyncha lanceolata,Striped Honeyeater,strhon1,eBird/Clements 2025,Q1093917,2487236,37E7828E4AF343CB,Plectorhyncha lanceolata_Striped Honeyeater,,high,yes,Striped Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,48,,Warty-faced Honey-eater,Zanthomyza Phrygia,Anthochaera phrygia,Regent Honeyeater,reghon1,eBird/Clements 2025,Q277355,6094180,1C525B4A4806AEB6,Anthochaera phrygia_Regent Honeyeater,,high,yes,Zanthomyza = Regent Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,49,,Pied Honey-eater,Melicophila picata,Certhionyx variegatus,Pied Honeyeater,piehon1,eBird/Clements 2025,Q900384,2486989,D6C393ECAFF518E7,Certhionyx variegatus_Pied Honeyeater,,high,yes,Melicophila picata = Pied Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,50,,Painted Honey-eater,Entomophila picta,Grantiella picta,Painted Honeyeater,paihon1,eBird/Clements 2025,Q590704,2487132,56DDD0967C9EA91A,Grantiella picta_Painted Honeyeater,,high,yes,Painted Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,51,,White-throated Honey-eater,Entomophila albogularis,Conopophila albogularis,Rufous-banded Honeyeater,rubhon2,eBird/Clements 2025,Q915993,2486946,F2B727430171F629,Conopophila albogularis_Rufous-banded Honeyeater,,high,yes,"TRAP: Entomophila albogularis Gould 'White-throated Honey-eater' = Rufous-banded Honeyeater, not Melithreptus albogularis (plate IV.74)",List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,52,,Red-throated Honey-eater,Entomophila rufogularis,Conopophila rufogularis,Rufous-throated Honeyeater,ruthon1,eBird/Clements 2025,Q910797,2486944,D06D43691E692E38,,,high,yes,Rufous-throated Honeyeater; not in BirdNET,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk
IV,53,,Spiny-cheeked Honey-eater,Acanthogenys rufogularis,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,spchon1,eBird/Clements 2025,Q1082895,2487054,BFB1C22E3E0ED8C7,Acanthagenys rufogularis_Spiny-cheeked Honeyeater,,high,yes,Spiny-cheeked Honeyeater,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,54,,Great Wattled Honey-eater,Anthochaera inauris,Anthochaera paradoxa,Yellow Wattlebird,yelwat1,eBird/Clements 2025,Q226136,2487141,3A72B910B2911D69,Anthochaera paradoxa_Yellow Wattlebird,,high,yes,inauris = Yellow Wattlebird,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,55,,Wattled Honey-eater,Anthochaera carunculata,Anthochaera carunculata,Red Wattlebird,redwat1,eBird/Clements 2025,Q607540,2487144,F8C0016A748A6CAD,Anthochaera carunculata_Red Wattlebird,,high,yes,Red Wattlebird,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,56,,Brush Wattle-Bird,Anthochaera mellivora,Anthochaera chrysoptera,Little Wattlebird,bruwat1,eBird/Clements 2025,Q1588271,2487149,4D80389DFE71F964,Anthochaera chrysoptera_Little Wattlebird,,high,yes,mellivora = Little (Brush) Wattlebird,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,57,,Lunulated Wattle-Bird,Anthochaera lunulata,Anthochaera lunulata,Western Wattlebird,litwat1,eBird/Clements 2025,Q3178448,2487148,629C561298AE7AF6,Anthochaera lunulata_Western Wattlebird,,high,yes,Western Wattlebird,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,58,,Friar-Bird,Tropidorhynchus corniculatus,Philemon corniculatus,Noisy Friarbird,noifri1,eBird/Clements 2025,Q739101,2487086,6AD860B6C7BA1359,Philemon corniculatus_Noisy Friarbird,,high,yes,Noisy Friarbird,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,59,,Silvery-crowned Friar-Bird,Tropidorhynchus argenticeps,Philemon argenticeps,Silver-crowned Friarbird,sicfri1,eBird/Clements 2025,Q582770,2487094,540426259B1B5BE0,,,high,yes,Silver-crowned Friarbird; not in BirdNET,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk
IV,60,,Yellow-throated Friar-Bird,Tropidorhynchus citreogularis,Philemon citreogularis,Little Friarbird,litfri1,eBird/Clements 2025,Q2024733,2487057,A8A2AE868DE3A436,Philemon citreogularis_Little Friarbird,,high,yes,Little Friarbird,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,61,,Slender-billed Spine-bill,Acanthorhynchus tenuirostris,Acanthorhynchus tenuirostris,Eastern Spinebill,easspi1,eBird/Clements 2025,Q3284298,5230466,,Acanthorhynchus tenuirostris_Eastern Spinebill,,high,yes,Eastern Spinebill,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,62,,White-eyebrowed Spine-bill,Acanthorhynchus superciliosus,Acanthorhynchus superciliosus,Western Spinebill,wesspi1,eBird/Clements 2025,Q1300481,5230471,,Acanthorhynchus superciliosus_Western Spinebill,,high,yes,Western Spinebill,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
IV,63,,Sanguineous Honey-eater,Myzomela sanguineolenta,Myzomela sanguinolenta,Scarlet Myzomela,scamyz1,eBird/Clements 2025,Q941582,2487319,,Myzomela sanguinolenta_Scarlet Myzomela,,high,yes,Scarlet Myzomela,List of Plates (vol. IV); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
